244,1350,5,1b1q,5,1300,-1,-3
245,1350,5,1b1q,5,1300,79,20
246,1350,5,1b1q,5,1300,82,5
247,1350,5,1b1q,5,1300,81,9
248,1350,5,1b1q,5,1300,-1,-1
249,1350,5,1b1q,5,1300,79,10
250,1350,5,1b1q,5,1300,79,13
251,1350,5,1b1q,5,1300,85,16
252,1350,5,1b1q,5,1300,81,12
253,1350,5,1b1q,5,1300,81,12
254,1350,5,1b1q,5,1300,81,12
255,1350,5,1b1q,5,1300,81,12
256,1350,5,1b1q,5,1300,81,12
257,1350,5,1b1q,5,1300,81,12
258,1350,5,1b1q,5,1300,83,15
259,1350,5,1b1q,5,1300,84,13
260,1350,5,1b1q,5,1300,79,12
261,1350,5,1b1q,5,1300,75,12
262,1350,5,1b1q,5,1300,74,13
263,1350,5,1b1q,5,1300,81,14
264,1350,5,1b1q,5,1300,81,14
265,1350,5,1b1q,5,1300,78,15
266,1350,5,1b1q,5,1300,72,14
267,1350,5,1b1q,5,1300,84,15
268,1350,5,1b1q,5,1300,84,14
269,1300,5,1b1q,5,1300,62,12
270,1200,5,1b1q,5,1300,34,5
271,1200,5,1b1s,5,1300,350,130
272,1200,5,1b1s,5,1300,380,80
273,1200,5,1b1s,5,1300,380,80
274,1200,5,1b1s,5,1300,480,80
275,1200,5,1b1s,5,1300,270,80
276,1200,5,1b1s,5,1300,-2,-3
285,1150,5,1b2s,5,1300,900,150
286,1150,5,1b2s,5,1300,-1,-3
287,1150,5,1b2s,5,1300,900,150
288,1200,5,1b2s,5,1300,1300,200
289,1100,5,1b2s,5,1300,620,90
290,1100,5,1b2s,5,1300,620,90
291,1100,5,1b2s,5,1300,650,90
292,1200,5,1b1q,5,1300,56,9
293,1200,5,1a1q,5,1300,56,9
294,1200,5,1a1q,5,1300,57,8
295,1200,5,1a1q,5,1300,57,9
296,1300,5,1a1q,5,1300,105,15
297,1100,5,1a1q,5,1300,29,4
298,1100,5,1a1q,5,1300,29,3
299,1100,5,1a1s,5,1300,310,147
300,1100,5,1a1s,5,1300,380,147
301,1100,5,1a1s,5,1300,355,147
302,1200,5,1a1s,5,1300,650,201
317,1100,5,1a2s,5,1300,-2,-3
318,1000,5,1a2s,5,1300,580,110
319,1000,5,1a2s,5,1300,580,110
320,1000,5,1a2s,5,1300,580,110
321,1000,5,1a2s,5,1300,580,110
322,1000,5,1a2s,5,1300,580,110
323,1100,5,1b3s,5,1300,900,200
324,1000,5,1b3s,5,1300,420,90
325,1000,5,1b3s,5,1300,580,110
326,1000,5,1b3s,5,1300,580,110
327,1000,5,1b3s,5,1300,580,110
328,1000,5,1a3s,5,1300,710,120
329,1000,5,1a3s,5,1300,710,120
330,1000,5,1a3s,5,1300,710,120
331,950,5,1a3s,5,1300,500,90
332,950,5,1a3s,5,1300,500,90
333,950,5,1a3s,5,1300,520,90
334,1000,5,1b4s,5,1300,559,78
335,1000,5,1b4s,5,1300,544,77
336,1000,5,1b4s,5,1300,-1,-3
337,1000,5,1b4s,5,1300,569,87
338,950,5,1a4s,5,1300,470,81
339,950,5,1a4s,5,1300,463,84
340,950,5,1a4s,5,1300,469,113

341,8,5,1a4s,8,1300,-1,-3
342,8,5,1a4s,8,1300,-1,-3
343,900,5,1a4s,8,1300,396,-3
344,900,5,1a4s,8,1300,431,68
345,900,5,1a4s,8,1300,437,62
346,900,5,1a4s,8,1300,440,71
347,8,5,1a4s,8,1300,279,46
348,8,5,1a4s,8,1300,174,27
349,700,5,1a4s,8,1300,60,10
350,900,5,1b4s,8,1300,177,32
351,950,5,1b4s,8,1300,535,74
352,1200,5,1a4s,8,1300,217,28
353,1300,5,1a4s,8,1300,201,39
354,1200,5,1b4s,8,1300,141,23
355,1200,5,1b4s,8,1300,176,28
356,1200,5,1b4s,8,1300,177,26
357,1200,5,1b4s,8,1300,177,24
358,1200,5,1b4s,8,1300,-1,-3
359,1200,5,1b4s,8,1300,-1,-3
360,1200,5,1b4s,8,1300,-1,-3
361,1200,5,1b4s,8,1300,-1,-3
362,1200,5,1b4s,8,1300,143,19
363,1200,5,1b4s,8,1300,121,17
364,1200,5,1b4s,8,1300,-1,-3
365,1200,5,1b4s,8,1300,-1,-3
366,1200,5,1b4s,8,1300,-1,-3
367,1200,5,1b4s,8,1300,-1,-3
368,1200,5,1b4s,8,1300,-1,-3
369,1200,5,1b4s,8,1300,104,-3
370,1200,5,1b4s,8,1300,138,21

399,1200,5,1b,8,1300,-1,-3
400,1200,5,1b,8,1300,107,29
401,1200,5,1b,8,1300,128,21
402,1200,5,1b,8,1300,-1,-3
403,1200,5,1b,8,1300,-1,-3
404,1200,5,1b,8,1300,-1,-3
405,1200,5,1b,8,1300,129,19
406,1200,5,1b,8,1300,-1,-3
407,1200,5,1b,8,1300,133,24
408,1200,5,1b,8,1300,138,20
409,1200,5,1b,8,1300,122,22
410,1200,5,1b,8,1300,152,24
411,1200,5,1b,8,1300,141,23
412,1200,5,1b,8,1300,149,24
413,1200,5,1b,8,1300,148,23
414,1200,5,1b,8,1300,165,25
415,1200,5,1b,8,1300,170,24
416,1800,1,tandem,8,1296,-1,-3,-1,-3
417,1800,1,tandem,8,1296,38,5,29,5
418,2000,1,tandem,8,1296,60,9,46,9
419,2000,1,tandem,8,1296,57,8,44,8
420,2000,1,tandem,8,1296,55,7,43,8
421,2000,1,tandem,8,1296,52,6,40,7
422,2000,1,tandem,8,1296,54,8,41,8
423,2000,1,tandem,8,1296,19,2,16,2
424,2000,1,tandem,8,1296,53,8,41,8
425,2000,2,tandem,8,1296,75,11,28,5
426,2000,2,tandem,8,1296,77,12,28,5
427,2000,2,tandem,8,1296,73,12,25,4
428,2000,2,tandem,8,1296,30,8,11,5
429,1100,7,mainz-ring5,8,1300,-1,-3
430,1100,7,mainz-ring5,8,1300,-1,-3
431,1100,7,mainz-ring5,8,1300,-1,-3
432,1100,7,mainz-ring5,8,1300,-1,-3
433,1100,7,mainz-ring5,8,1300,-1,-3
434,1100,7,mainz-ring5,8,1300,-1,-3
435,1100,7,mainz-ring5,8,1300,-1,-3
436,1100,7,mainz-ring5,8,1300,-1,-3
437,1100,7,mainz-ring5,8,1300,-1,-3
438,1400,8,cameron-ring5,8,1300,-1,-3
439,1400,8,cameron-ring5,8,1300,-1,-3
440,0,7,cameron-ring5,8,1300,-1,-3
441,1100,7,cameron-ring5,8,1300,-1,-3

443,2000,9,sam,8,1300,-1,-3
444,2000,9,sam,8,1300,-1,-3
445,2000,9,sam,8,1300,-1,-3
447,2000,9,sam,8,1300,-1,-3
448,2000,9,sam,8,1300,-1,-3
449,2000,9,sam,8,1300,-1,-3
450,2000,9,sam,8,1300,-1,-3
451,2000,9,sam,8,1300,-1,-3
455,900,6,1a4s,3,1300,-1,-3
456,900,6,1a4s,3,1300,-1,-3
457,950,6,1a4s,3,1300,-1,-3
458,950,6,1b4s,3,1300,-1,-3
